,0
2020-07-06,-0.003999141162704354
2020-07-13,0.004362310041750606
2020-07-20,-0.0004479598191405771
2020-07-27,0.0013930531536686572
2020-08-03,-0.002734950920376243
2020-08-10,-0.0012234806760866553
2020-08-17,-0.0005352940144201091
2020-08-24,-0.0016196233576888789
2020-08-31,0.0002477750301312188
2020-09-08,0.007247307718988041
2020-09-15,0.0007622731771445891
2020-09-22,0.0016890323726607161
2020-09-29,6.76153823794369e-05
2020-10-06,-0.001837362946386548
2020-10-13,-0.0035912627826730228
2020-10-20,0.0009436408211241189
2020-10-27,0.0006796885745927018
2020-11-03,-0.0036143273907252318
2020-11-10,-0.00349757470604864
2020-11-17,2.96695457491971e-05
2020-11-24,-0.0048730384947718195
2020-12-02,0.0005660496584858723
2020-12-09,-0.0026298741623273702
2020-12-16,0.0021856570137522235
2020-12-23,-0.00243379361271739
2020-12-31,0.0008154992453147616
2021-01-08,-0.0005531421423445321
2021-01-15,0.0031511902989621505
2021-01-25,0.002296794280653319
2021-02-01,-0.003904226895031626
2021-02-08,-0.0007545101649459708
2021-02-16,-0.0025383982485817362
2021-02-23,0.0010374887267641762
2021-03-02,0.004214929663815217
2021-03-09,0.0030063313829923615
2021-03-16,0.005105272348522412
2021-03-23,0.004480963717010179
2021-03-30,-0.002144514160929695
2021-04-07,-0.0022471043497413103
2021-04-14,0.0020075759337854046
2021-04-21,0.003438604697101258
2021-04-28,0.0012039426747266818
2021-05-05,-0.0005248130298294931
2021-05-12,-0.0013056308690415634
2021-05-19,-0.0011195694491677936
2021-05-26,0.0017789257843499526
2021-06-03,0.0034649924098859044
2021-06-10,-3.901322055964749e-05
2021-06-17,0.0029107586529312354
2021-06-24,-0.00042346499210249296
2021-07-01,-4.771298682248117e-05
2021-07-09,-0.0012187376373103153
2021-07-16,-0.0015542748512735582
2021-07-23,0.0004628202222418617
2021-07-30,-0.0006760834676181058
2021-08-06,0.004922287090857215
2021-08-13,0.0003150427948294474
2021-08-20,-0.0005565974248577564
2021-08-27,0.002946494388705449
2021-09-03,-0.0008687273518379836
